gene	query	kegg_org_hit	gene_hit	percent_id	e_vlaue
2829	ASF502	cso	hypothetical_protein	63.5	1.2e-24
2830	ASF502	ert	hypothetical_protein	41.8	7.6e-07
2831	ASF502	ere	hypothetical_protein	71.8	8.4e-48
2832	ASF502	cso	replication_initiator_protein_a_(repa)_n-terminus.	66.0	4.0e-89
2833	ASF502	rho	hypothetical_protein	79.2	4.9e-125
2834	ASF502	scon	hypothetical_protein	92.6	1.3e-65
2835	ASF502	rho	trag_family_protein	91.9	1.1e-70
2836	ASF502	efau	hnh_endonuclease_domain_protein_(ec:3.1.25.-)	54.2	4.2e-188
2837	ASF502	rto	predicted_membrane_protein	50.5	1.3e-19
2838	ASF502	rto	hypothetical_protein	90.8	1.4e-32
2839	ASF502	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	50.8	4.9e-167
2840	ASF502	btk	hypothetical_protein	44.4	2.2e-49
2841	ASF502	dor	hypothetical_protein	44.0	8.4e-16
2842	ASF502	ral	cell_wall_assembly/cell_proliferation_coordinating_protein|knr4-like_protein	42.5	1.4e-21
2843	ASF502	bgd	hypothetical_protein	53.5	2.6e-35
2844	ASF502	ssu	atp-binding_protein	72.2	2.5e-137
2845	ASF502	btl	hypothetical_protein	32.1	1.8e-39
2846	ASF502	eat	hypothetical_protein	38.7	2.7e-112
2847	ASF502	eat	hypothetical_protein	24.3	2.7e-19
2848	ASF502	eel	hypothetical_protein	56.6	1.7e-28
2849	ASF502	rto	histidine_kinase-|dna_gyrase_b-	41.1	4.2e-65
2850	ASF502	elm	hypothetical_protein	53.6	1.2e-124
2851	ASF502	gwc	transposase_is4_family_protein	39.2	8.3e-70
2852	ASF502	ccl	hypothetical_protein	39.3	2.7e-21
2853	ASF502	rho	hypothetical_protein	61.9	8.5e-63
2854	ASF502	ert	hypothetical_protein	25.2	5.3e-18
2855	ASF502	bag	hypothetical_protein	40.0	7.3e-49
2856	ASF502	scs	lanthionine_synthetase_c_family_protein	26.5	9.3e-37
2857	ASF502	cct	response_regulators_consisting_of_a_chey-like_receiver_domain_and_a_winged-helix_dna-binding_domain	62.7	2.4e-77
2858	ASF502	rho	transposase_is200-like_protein	67.9	2.5e-50
2859	ASF502	bprs	predicted_atpase_(aaa+_superfamily)	62.4	9.7e-84
2860	ASF502	scf	glucuronide_permease	56.1	1.5e-127
2861	ASF502	cpe	hypothetical_protein	53.2	6.2e-53
2862	ASF502	nar	type_i_phosphodiesterase/nucleotide_pyrophosphatase	46.3	2.1e-11
2863	ASF502	pjd	deor_family_transcriptional_regulator	38.8	7.7e-43
2864	ASF502	ctc	major_facilitator_transporter	61.0	6.6e-61
2865	ASF502	rto	lysophospholipase_l1_and_related_esterases	33.3	7.6e-07
2866	ASF502	ere	hypothetical_protein	36.7	1.0e-42
2867	ASF502	cls	hypothetical_protein	70.4	7.3e-116
2868	ASF502	cls	hypothetical_protein	82.7	8.8e-46
2869	ASF502	cls	hypothetical_protein	77.1	1.2e-105
2870	ASF502	rob	site-specific_recombinases|dna_invertase_pin_homologs	83.9	1.2e-252
2871	ASF502	csr	flagellar_capping_protein	26.0	2.2e-10
2872	ASF502	txy	transposase_is200-family_protein	77.6	3.0e-62
2873	ASF502	tped	nitroreductase	82.6	1.4e-52
2874	ASF502	tped	nitroreductase	74.1	3.6e-31
2875	ASF502	str	marr_family_transcriptional_regulator	65.8	2.2e-50
2876	ASF502	atm	merr_family_transcriptional_regulator	37.9	2.3e-19
2877	ASF502	lmh	short-chain_dehydrogenase/reductase_sdr	49.2	5.0e-60
2878	ASF502	txy	hypothetical_protein	38.8	6.8e-60
2879	ASF502	cct	protein_of_unknown_function_(duf2992).	86.2	2.0e-63
2880	ASF502	ssm	beta-lactamase	77.9	7.0e-123
2881	ASF502	cso	hypothetical_protein	41.5	6.7e-15
2882	ASF502	bpb	dna-damage-inducible_protein	85.9	6.8e-74
2883	ASF502	rum	hypothetical_protein	25.4	1.0e-05
2884	ASF502	brm	hypothetical_protein	33.2	3.9e-56
2885	ASF502	cct	kila-n_domain.	93.2	2.9e-132
2886	ASF502	pph	transposase_is200-family_protein	74.4	2.3e-27
2887	ASF502	esr	methylase_involved_in_ubiquinone/menaquinone_biosynthesis	69.0	2.7e-80
2888	ASF502	clj	hypothetical_protein	55.6	4.4e-40
2889	ASF502	cst	putative_s-adenosylmethionine-dependent_methyltransferase	41.3	1.7e-31
2890	ASF502	gwc	transposase_is4_family_protein	39.2	8.3e-70
2891	ASF502	rch	hypothetical_protein	61.0	2.2e-39
2892	ASF502	rob	hypothetical_protein	66.8	4.4e-142
2893	ASF502	ddl	hypothetical_protein	76.6	2.3e-38
2894	ASF502	rob	site-specific_recombinase_xerd	90.5	2.6e-192
2895	ASF502	rto	arac-type_dna-binding_domain-containing_proteins	62.9	2.1e-75
2896	ASF502	tped	hypothetical_protein	67.4	8.4e-46
2897	ASF502	fpa	transcriptional_regulator	35.7	2.8e-28
2898	ASF502	rix	uncharacterized_protein_conserved_in_cyanobacteria	60.3	2.0e-55
2899	ASF502	rto	conserved_hypothetical_protein_(putative_transposase_or_invertase)	55.0	1.5e-63
2900	ASF502	dae	integrase_family_protein	56.0	3.8e-111
2901	ASF502	dae	integrase_family_protein	44.6	2.0e-74
2902	ASF502	bxy	site-specific_recombinase_xerd	44.2	2.6e-47
2903	ASF502	vcn	hypothetical_protein	26.3	6.1e-21
2904	ASF502	vcn	hypothetical_protein	27.4	1.3e-15
2905	ASF502	vcn	hypothetical_protein	30.9	7.2e-14
2906	ASF502	cle	lyttr_family_transcriptional_regulator	52.9	2.0e-29
2907	ASF502	mas	transposase_is4_family_protein	60.0	1.1e-91
2908	ASF502	tep	transposase	60.6	4.0e-30
2909	ASF502	tjr	hypothetical_protein	50.0	1.6e-85
2910	ASF502	rix	predicted_dna-binding_protein_with_the_helix-hairpin-helix_motif	75.0	2.7e-08
2911	ASF502	rix	predicted_dna-binding_protein_with_the_helix-hairpin-helix_motif	69.3	5.4e-94
2912	ASF502	cct	hypothetical_protein	46.7	1.1e-42
2913	ASF502	gpa	hypothetical_protein	50.0	3.4e-15
2914	ASF502	sri	hypothetical_protein	53.2	8.7e-48
2915	ASF502	cpy	hypothetical_protein	42.1	1.3e-44
2916	ASF502	rim	membrane_protein_implicated_in_regulation_of_membrane_protease_activity	54.9	2.4e-31
2917	ASF502	bhl	dna-binding_protein	67.6	1.3e-17
2918	ASF502	rim	putative_transposase|yhga-like.	46.4	3.7e-25
2919	ASF502	rix	predicted_aaa-atpase.	52.3	4.8e-58
2920	ASF502	ova	putative_hydrolase	58.8	8.3e-20
2921	ASF502	ova	putative_two-component_response_regulator	46.4	1.1e-54
2922	ASF502	ova	putative_two-component_histidine_kinase	33.0	1.5e-48
2923	ASF502	ckl	transcriptional_regulator	34.6	5.3e-09
2924	ASF502	cli	transposase_is4_family_protein	41.6	9.3e-106
2925	ASF502	csr	transcriptional_regulator|rpir_family	24.2	1.4e-10
2926	ASF502	stb	hypothetical_protein	49.2	4.1e-62
2927	ASF502	caw	6-phospho-beta-glucosidase	48.8	1.6e-125
2928	ASF502	lpl	pts11bc|pts_system	65.0	5.7e-21
2929	ASF502	sga	pts_system_beta-glucoside_specific_transporter_subunit_iibc	52.4	9.4e-51
2930	ASF502	dgi	methyltransferase_family_protein	38.7	1.2e-29
2931	ASF502	txy	hypothetical_protein	36.9	4.2e-79
2932	ASF502	scf	transcriptional_regulator	78.5	1.1e-113
2933	ASF502	scp	abc_transporter_atp-binding_protein_(ec:3.6.3.-)	77.5	8.9e-116
2934	ASF502	scf	hypothetical_protein	84.3	2.1e-99
2935	ASF502	scon	hypothetical_protein	83.3	2.1e-20
2936	ASF502	shi	hypothetical_protein	35.1	1.3e-06
2937	ASF502	ttm	transposase_is4_family_protein	63.8	6.4e-62
2938	ASF502	ttm	transposase_is4_family_protein	63.6	2.3e-76
2939	ASF502	cso	hypothetical_protein	54.0	1.4e-41
2940	ASF502	cin	polysialoglycoprotein-like	27.4	1.8e-05
2941	ASF502	bpb	hypothetical_protein	71.8	2.5e-46
2942	ASF502	cso	hypothetical_protein	40.8	8.5e-06
2943	ASF502	ere	hypothetical_protein	53.8	3.4e-150
2944	ASF502	pti	hypothetical_protein	40.4	2.8e-21
2945	ASF502	pmw	lysr_family_transcriptional_regulator	47.1	2.3e-28
2946	ASF502	tro	putative_pyridoxal_phosphate-dependent_enzyme	37.0	6.5e-55
2947	ASF502	kol	short-chain_dehydrogenase/reductase_sdr	39.0	4.1e-09
2948	ASF502	cce	laci_family_transcriptional_regulator	38.4	4.3e-59
2949	ASF502	scb	oxidoreductase	28.8	8.6e-13
2950	ASF502	mes	binding-protein-dependent_transport_systems_inner_membrane_component	40.0	3.4e-57
2951	ASF502	ssm	binding-protein-dependent_transporters_inner_membrane_component	43.2	1.3e-18
2952	ASF502	ere	putative_inactivated_transposase	69.5	5.5e-151
2953	ASF502	mes	extracellular_solute-binding_protein	34.5	4.2e-31
2954	ASF502	fbc	dihydroorotase	42.7	1.7e-86
2955	ASF502	ccl	glycosyl_transferase_family_protein	58.6	2.1e-82
2956	ASF502	axo	hypothetical_protein	58.5	1.9e-08
2957	ASF502	ccl	sugar_phosphate_isomerase/epimerase	48.9	7.6e-64
2958	ASF502	ccl	hypothetical_protein	50.2	6.9e-80
2959	ASF502	awo	glycosyltransferase_(ec:2.4.1.-)	41.0	1.2e-40
2960	ASF502	csh	transposase_is66	48.1	1.7e-59
2961	ASF502	awo	glycosyltransferase_(ec:2.4.1.-)	54.2	1.2e-26
2962	ASF502	awo	putative_oxidoreductase	63.3	8.5e-141
2963	ASF502	tpi	hypothetical_protein	29.3	2.2e-25
2964	ASF502	rch	predicted_membrane_protein_involved_in_d-alanine_export	29.1	1.5e-11
2965	ASF502	btm	peptidase_m16_domain-containing_protein	31.1	6.0e-65
2966	ASF502	fsu	radical_sam_protein	42.3	6.2e-77
2967	ASF502	tpi	glycosyltransferase	42.9	3.0e-53
2968	ASF502	rbr	glycosyltransferase	32.1	2.0e-48
2969	ASF502	ccl	glycosyl_transferase_family_protein	48.0	2.2e-58
2970	ASF502	sik	cpsi	53.9	3.8e-44
2971	ASF502	ccl	hypothetical_protein	57.5	9.2e-22
2972	ASF502	sik	cpsh	52.4	1.7e-18
2973	ASF502	lrm	nad_dependent_epimerase	78.0	3.7e-125
2974	ASF502	pzu	oxidoreductase|aldo/keto_reductase	43.0	2.5e-24
2975	ASF502	rum	muramidase_(flagellum-specific)	75.7	4.9e-68
2976	ASF502	rum	muramidase_(flagellum-specific)	73.2	1.1e-24
2977	ASF502	rto	site-specific_recombinases|dna_invertase_pin_homologs	31.6	1.1e-62
2978	ASF502	rho	site-specific_recombinase	53.8	1.0e-174
2979	ASF502	btg	hypothetical_protein	32.3	1.7e-38
2980	ASF502	rob	domain_of_unknown_function_(duf955).	42.7	6.7e-48
2981	ASF502	shr	ky|kyphoscoliosis_peptidase	34.6	3.3e-08
2982	ASF502	rbr	helix-turn-helix.	47.3	4.4e-19
2983	ASF502	rbr	helix-turn-helix.	39.1	3.4e-13
2984	ASF502	rob	rna_polymerase_sigma_factor|sigma-70_family	42.7	1.7e-48
2985	ASF502	rbr	site-specific_recombinases|dna_invertase_pin_homologs	52.6	8.8e-100
2986	ASF502	rim	site-specific_recombinases|dna_invertase_pin_homologs	52.6	1.2e-79
2987	ASF502	dti	putative_atpase	70.5	9.6e-16
2988	ASF502	gym	hypothetical_protein	61.7	1.3e-147
2989	ASF502	esu	hypothetical_protein	54.3	1.4e-102
2990	ASF502	era	hypothetical_protein	75.2	3.9e-44
2991	ASF502	ddl	kila-n_domain-containing_protein	74.7	2.6e-65
2992	ASF502	ere	hypothetical_protein	61.7	3.3e-67
2993	ASF502	rim	dna_or_rna_helicases_of_superfamily_ii	69.7	1.1e-301
2994	ASF502	rim	dna_or_rna_helicases_of_superfamily_ii	53.5	2.5e-22
2995	ASF502	ssg	nucleic_acid_binding_protein	47.4	9.4e-29
2996	ASF502	bco	hypothetical_protein	31.8	8.7e-23
2997	ASF502	med	5-methylcytosine-specific_restriction_enzyme_b	50.9	2.2e-153
2998	ASF502	bag	5-methylcytosine_restriction_system_component-like_protein	57.8	5.2e-90
2999	ASF502	cct	multisubunit_na+/h+_antiporter|mnhe_subunit	45.7	3.7e-34
3000	ASF502	cct	multisubunit_na+/h+_antiporter|mnhf_subunit	50.5	1.4e-21
3001	ASF502	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	65.6	9.5e-90
3002	ASF502	sgy	sulfate-transporting_atpase_(ec:3.6.3.25)	67.7	1.7e-29
3003	ASF502	lre	restriction_modification_system_dna_specificity_subunit	35.5	3.3e-25
3004	ASF502	ere	hypothetical_protein	60.1	7.6e-45
3005	ASF502	ssg	zeta_toxin_family_protein	67.4	1.5e-72
3006	ASF502	bprl	type_i_site-specific_restriction-modification_system|r_(restriction)_subunit_and_related_helicases_(ec:3.1.21.3)	66.9	2.2e-239
3007	ASF502	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	62.4	1.7e-156
3008	ASF502	ert	predicted_transcriptional_regulator	48.5	1.1e-34
3009	ASF502	ipo	pucr_family_transcriptional_regulator	30.4	2.3e-53
3010	ASF502	rix	gluconate_transporter	83.4	8.0e-105
3011	ASF502	rob	deoxycytidine_deaminase_(ec:3.5.4.13)	73.0	4.0e-69
3012	ASF502	eyy	hypothetical_protein	68.4	5.4e-57
3013	ASF502	cpy	merr_family_transcriptional_regulator	52.7	2.7e-72
3014	ASF502	ert	predicted_transcriptional_regulators	41.6	2.3e-27
3015	ASF502	cct	hypothetical_protein	65.9	5.0e-40
3016	ASF502	bfi	kaic.	76.9	5.6e-141
3017	ASF502	cct	hypothetical_protein	86.5	2.9e-46
3018	ASF502	csr	hypothetical_protein	58.0	8.3e-39
3019	ASF502	ssm	beta-lactamase	79.1	1.1e-123
3020	ASF502	cct	protein_of_unknown_function_(duf2992).	87.0	2.4e-64
3021	ASF502	shl	hypothetical_protein	47.7	2.2e-90
3022	ASF502	cst	putative_s-adenosylmethionine-dependent_methyltransferase	49.1	1.1e-04
3023	ASF502	ert	hypothetical_protein	74.8	3.9e-63
3024	ASF502	cbt	hypothetical_protein	49.4	3.1e-16
3025	ASF502	rix	predicted_transcriptional_regulator_containing_an_hth_domain_and_an_uncharacterized_domain_shared_with_the_mammalian_protein_schlafen	90.1	1.4e-93
3026	ASF502	dae	hypothetical_protein	36.4	4.6e-15
3027	ASF502	rim	hypothetical_protein	80.7	3.3e-29
3028	ASF502	rim	hypothetical_protein	88.3	4.4e-31
3029	ASF502	cpy	merr_family_transcriptional_regulator	40.6	5.0e-27
3030	ASF502	ccb	purine_or_other_phosphorylase_family_1	55.4	1.7e-35
3031	ASF502	dae	hypothetical_protein	42.2	1.0e-55
3032	ASF502	rho	hypothetical_protein	77.6	6.8e-27
3033	ASF502	sfa	hypothetical_protein	46.1	3.0e-18
3034	ASF502	era	predicted_atp-binding_protein_involved_in_virulence	75.1	4.6e-126
3035	ASF502	mic	hypothetical_protein	30.4	7.2e-15
3036	ASF502	csc	rpir_family_transcriptional_regulator	33.1	1.5e-33
3037	ASF502	bli	transcriptional_regulator	39.8	7.0e-38
3038	ASF502	cli	transposase_is4_family_protein	37.7	1.4e-98
3039	ASF502	tsu	atpase_aaa	61.7	8.7e-43
3040	ASF502	bprl	pts_system_galactitol-specific_eiib_component|gat_family_(tc_4.a.5.1.1)_(ec:2.7.1.69)	60.4	1.8e-23
3041	ASF502	bprl	phosphotransferase_system_mannitol/fructose-specific_iia_domain_(ntr-type)_(ec:2.7.1.69)	52.3	1.6e-40
3042	ASF502	ert	hypothetical_protein	45.2	7.1e-08
3043	ASF502	cce	phage-like_protein	35.2	6.5e-64
3044	ASF502	cpe	hypothetical_protein	35.9	1.9e-33
3045	ASF502	bco	hypothetical_protein	39.3	5.1e-50
3046	ASF502	dgi	addiction_module_toxin_component|yafq_family/addiction_module_toxin	56.7	4.0e-20
3047	ASF502	taz	hypothetical_protein	43.8	1.8e-05
3048	ASF502	txy	transposase_is4_family_protein	64.3	4.9e-167
3049	ASF502	txy	hypothetical_protein	39.3	9.0e-37
3050	ASF502	rto	alpha-galactosidase_(ec:3.2.1.22)	66.7	6.1e-15
3051	ASF502	rob	transcriptional_regulators	44.8	6.8e-54
3052	ASF502	ain	rpib|ribose-5-phosphate_isomerase_b_(ec:5.3.1.6)	39.7	3.3e-22
3053	ASF502	taz	3-hexulose-6-phosphate_isomerase_(ec:5.3.-.-)	45.0	2.3e-41
3054	ASF502	rob	abc-type_sugar_transport_system|periplasmic_component	60.7	4.9e-114
3055	ASF502	rob	monosaccharide_abc_transporter_atp-binding_protein|cut2_family_(tc_3.a.1.2.-)_(ec:3.6.3.17)	83.9	5.8e-85
3056	ASF502	cce	xylose_isomerase	58.0	2.9e-82
3057	ASF502	era	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	55.8	3.9e-108
3058	ASF502	cls	hypothetical_protein	28.6	5.7e-26
3059	ASF502	eel	hypothetical_protein	34.1	4.2e-13
3060	ASF502	cml	putative_uncharacterized_domain_protein	28.9	5.5e-36
3061	ASF502	tsh	integrase_family_protein	27.5	3.3e-09
3062	ASF502	ova	putative_site-specific_recombinase	50.2	2.7e-57
3063	ASF502	txy	hypothetical_protein	45.6	1.4e-21
3064	ASF502	rix	predicted_aaa-atpase.	55.5	2.8e-152
3065	ASF502	awo	hypothetical_protein	54.2	2.4e-25
3066	ASF502	rum	hypothetical_protein	49.7	7.9e-41
3067	ASF502	mfo	hypothetical_protein	32.9	4.6e-15
3068	ASF502	rob	helix-turn-helix.	54.8	3.6e-77
3069	ASF502	rob	deor-like_helix-turn-helix_domain.	67.6	2.2e-35
3070	ASF502	tgu	putative_integrase/recombinase_y4rf-like	96.4	5.6e-105
3071	ASF502	fpr	peptidase_e	68.7	1.2e-72
3072	ASF502	dae	hypothetical_protein	42.7	1.3e-37
3073	ASF502	fpa	plasmid_mobilization_system_relaxase	74.5	6.6e-232
3074	ASF502	rho	dna_primase	70.6	2.3e-82
3075	ASF502	rbr	predicted_p-loop_atpase_and_inactivated_derivatives	80.4	3.1e-214
3076	ASF502	rto	site-specific_recombinases|dna_invertase_pin_homologs	85.3	7.4e-232
3077	ASF502	cby	phage_integrase	45.8	8.8e-92
3078	ASF502	saun	fibronectin-binding_protein	29.4	1.2e-11
3079	ASF502	txy	transposase_is4_family_protein	64.5	1.3e-167
3080	ASF502	csr	hypothetical_protein_duf1703	57.2	1.6e-174
3081	ASF502	clo	divergent_aaa_domain-containing_protein	58.1	4.5e-54
3082	ASF502	gva	hypothetical_protein	59.6	5.8e-103
3083	ASF502	sri	putative_xre_family_transcriptional_regulator	45.9	1.1e-08
3084	ASF502	rix	predicted_aaa-atpase.	56.9	3.1e-173
3085	ASF502	bprl	sortase|srtb_family	38.7	4.3e-43
3086	ASF502	rbr	cell_envelope-related_function_transcriptional_attenuator_common_domain	31.4	8.9e-50
3087	ASF502	coo	nucleotide_sugar_dehydrogenase_(ec:1.1.1.22)	83.3	5.6e-157
3088	ASF502	cso	site-specific_recombinase_xerd	48.9	2.6e-85
3089	ASF502	hmo	phage_integrase	33.6	6.1e-11
3090	ASF502	tgu	putative_integrase/recombinase_y4rf-like	41.3	3.4e-55
3091	ASF502	csh	transposase_is66	49.7	9.2e-43
3092	ASF502	rob	hypothetical_protein	42.3	5.0e-71
3093	ASF502	swo	alginate_o-acetyltransferase	56.0	9.4e-43
3094	ASF502	rob	predicted_membrane_protein_involved_in_d-alanine_export	54.4	7.5e-36
3095	ASF502	dsa	metallophosphoesterase	62.0	6.0e-78
3096	ASF502	dsa	carbamoyl-phosphate_synthase_subunit_l	49.7	1.0e-76
3097	ASF502	abl	conserved_hypothetical_protein|possible_glycosyl_hydrolase	41.6	3.7e-62
3098	ASF502	fbr	bifunctional_wbng_and_putative_acetyltransferase_(ec:2.3.1.-)	59.8	3.2e-28
3099	ASF502	ral	degt/dnrj/eryc1/strs_aminotransferase	66.6	3.0e-143
3100	ASF502	bfi	glycosyltransferases_involved_in_cell_wall_biogenesis	31.3	8.8e-32
3101	ASF502	tbe	polysaccharide_biosynthesis_protein	45.3	2.8e-102
3102	ASF502	bpb	hypothetical_protein	48.0	9.7e-121
3103	ASF502	mex	capk_related-protein	35.8	9.3e-57
3104	ASF502	das	group_1_glycosyl_transferase	29.5	4.9e-37
3105	ASF502	ash	nucleoside-diphosphate-sugar_epimerases_(ec:5.1.3.2)	77.3	4.2e-152
3106	ASF502	elm	udp-glucose/gdp-mannose_dehydrogenase	74.8	4.1e-195
3107	ASF502	oih	galacturonosyl_transferase	45.2	2.4e-87
3108	ASF502	bfi	sugar_o-acyltransferase|sialic_acid_o-acetyltransferase_neud_family	47.1	4.7e-37
3109	ASF502	tep	udp-phosphate_galactose_phosphotransferase_(ec:2.7.8.6)	63.2	3.9e-70
3110	ASF502	pdi	aminotransferase	69.6	9.0e-153
3111	ASF502	rob	dtdp-glucose_4,6-dehydratase_(ec:4.2.1.46)	87.4	1.5e-66
3112	ASF502	awo	hypothetical_protein	39.2	6.2e-148
3113	ASF502	bprl	glycosyltransferases_involved_in_cell_wall_biogenesis	69.9	2.2e-118
3114	ASF502	cpy	glycosyl_transferase_family_protein	63.0	1.6e-79
3115	ASF502	bfi	phosphoglycerol_transferase_and_related_proteins|alkaline_phosphatase_superfamily	41.2	3.5e-120
3116	ASF502	dto	transposase|is4_family	54.7	3.7e-08
3117	ASF502	btc	transposase	27.0	1.4e-09
3118	ASF502	lmh	pts_system_lichenan-specific_transporter_subunit_iic	33.5	1.6e-22
3119	ASF502	tsu	hypothetical_protein	60.2	6.2e-51
3120	ASF502	rbr	site-specific_recombinases|dna_invertase_pin_homologs	93.8	4.0e-134
3121	ASF502	tsu	conjugative_transposon_protein	98.8	4.6e-42
3122	ASF502	cdf	rna_polymerase_sigma_factor_tn1549-like,ctn4-orf31	94.5	4.1e-75
3123	ASF502	cbk	macrolide-efflux_protein	49.1	1.6e-110
3124	ASF502	ova	putative_tetr_family_transcriptional_regulator	44.5	1.0e-50
3125	ASF502	rto	predicted_transcription_factor|homolog_of_eukaryotic_mbf1	100.0	4.5e-59
3126	ASF502	rbr	bacterial_mobilisation_protein_(mobc).	99.1	3.7e-52
3127	ASF502	rbr	relaxase/mobilisation_nuclease_domain.	98.0	2.7e-250
3128	ASF502	rbr	hypothetical_protein	98.8	2.7e-39
3129	ASF502	cso	hypothetical_protein	85.1	1.3e-55
3130	ASF502	rbr	hypothetical_protein	90.2	2.1e-164
3131	ASF502	rbr	domain_of_unknown_function_(duf955)./antirestriction_protein_(arda).	84.7	1.3e-37
3132	ASF502	rbr	domain_of_unknown_function_(duf955)./antirestriction_protein_(arda).	97.8	0.0e+00
3133	ASF502	rbr	domain_of_unknown_function_(duf955)./antirestriction_protein_(arda).	98.9	8.2e-42
3134	ASF502	rbr	topoisomerase_ia_(ec:5.99.1.2)	96.2	0.0e+00
3135	ASF502	rbr	hypothetical_protein	92.4	5.4e-125
3136	ASF502	rbr	hypothetical_protein	96.7	7.6e-43
3137	ASF502	rbr	hypothetical_protein	98.8	1.8e-251
3138	ASF502	rbr	dna_modification_methylase_(ec:2.1.1.72)	95.5	1.9e-43
3139	ASF502	cdf	hydrolase	95.8	9.3e-226
3140	ASF502	cdf	conjugative_transposon_protein	85.6	1.0e-43
3141	ASF502	rbr	hypothetical_protein	99.7	4.5e-158
3142	ASF502	cdf	conjugative_transfer_protein_tn1549-like|ctn4-orf4	86.9	3.1e-277
3143	ASF502	cdf	conjugative_transposon_protein	63.9	6.0e-48
3144	ASF502	rbr	hypothetical_protein	93.7	4.7e-172
3145	ASF502	cac	site-specific_recombinase|dna_invertase_pin-like_protein	31.1	1.8e-60
3146	ASF502	rto	hypothetical_protein	66.0	4.6e-33
3147	ASF502	dae	hypothetical_protein	41.7	9.4e-58
3148	ASF502	bprs	toxin_secretion/phage_lysis_holin	70.9	2.2e-28
3149	ASF502	str	hypothetical_protein	29.7	1.9e-07
3150	ASF502	ova	hypothetical_protein	30.9	2.2e-22
3151	ASF502	ova	baseplate_j-like_family_protein	57.5	3.7e-17
3152	ASF502	efc	int|integrase	88.7	3.9e-73
3153	ASF502	sig	hypothetical_protein	22.5	3.5e-15
3154	ASF502	ral	abc_transporter-like_protein	51.5	9.4e-58
3155	ASF502	ate	abc_transporter	44.2	4.5e-57
3156	ASF502	cbj	putative_transmembrane_atpase	27.2	1.3e-24
3157	ASF502	rbr	response_regulator_of_the_lytr/algr_family	40.4	4.2e-27
3158	ASF502	cso	helix-turn-helix.	85.2	3.4e-48
3159	ASF502	rto	bacterial_mobilisation_protein_(mobc).	88.9	6.0e-47
3160	ASF502	rbr	relaxase/mobilisation_nuclease_domain.	84.9	5.8e-221
3161	ASF502	cso	hypothetical_protein	80.2	3.4e-51
3162	ASF502	rbr	hypothetical_protein	69.5	2.5e-63
3163	ASF502	rbr	domain_of_unknown_function_(duf955)./antirestriction_protein_(arda).	65.7	1.3e-130
3164	ASF502	cso	domain_of_unknown_function_(duf955)./antirestriction_protein_(arda).	66.4	1.1e-283
3165	ASF502	cdf	topb|dna_topoisomerase_iii_(ec:5.99.1.2)	78.0	0.0e+00
3166	ASF502	rbr	hypothetical_protein	83.9	3.1e-103
3167	ASF502	rto	hypothetical_protein	76.4	5.5e-30
3168	ASF502	rbr	hypothetical_protein	89.1	2.0e-158
3169	ASF502	rbr	hypothetical_protein	72.2	7.8e-81
3170	ASF502	cdf	hydrolase	92.4	1.0e-310
3171	ASF502	esr	transcriptional_activator|adenine-specific_dna_methyltransferase_(ec:2.1.1.72)	78.6	7.3e-64
3172	ASF502	rob	hypothetical_protein	93.4	2.0e-150
3173	ASF502	tgu	resolvase_homolog_yoka-like	96.9	6.3e-216
3174	ASF502	rho	chromosome_partitioning_protein_para	94.9	2.5e-142
3175	ASF502	rho	parb-like_partition_protein	84.8	1.6e-134
3176	ASF502	txy	cell_wall_hydrolase/autolysin	44.4	2.3e-27
3177	ASF502	siv	response_regulator_containing_a_chey-like_receiver_domain_and_a_ggdef_domain	21.7	5.6e-07
3178	ASF502	bprm	abc-type_multidrug_transport_system|atpase_component	58.2	2.9e-85
3179	ASF502	pph	transposase_is200-family_protein	70.2	1.6e-53
3180	ASF502	bprl	hypothetical_protein	26.1	2.0e-08
3181	ASF502	nda	nitrilase/cyanide_hydratase_and_apolipoprotein_n-acyltransferase	29.0	3.8e-48
3182	ASF502	csc	abortive_infection_protein	22.8	1.8e-04
3183	ASF502	cdf	two-component_sensor_histidine_kinase	33.4	5.9e-50
3184	ASF502	bag	transposase_is4_family_protein	44.4	1.6e-101
3185	ASF502	fac	hypothetical_protein	30.1	1.5e-28
3186	ASF502	dat	hypothetical_protein	56.5	5.0e-07
3187	ASF502	coo	hypothetical_protein	72.2	1.4e-34
3188	ASF502	ere	hypothetical_protein	56.6	3.1e-136
3189	ASF502	rim	hypothetical_protein	29.4	1.8e-08
3190	ASF502	saub	transposase	30.9	5.0e-31
3191	ASF502	cpy	dna_repair_protein_radc	58.8	6.4e-25
3192	ASF502	era	transposase_and_inactivated_derivatives	48.0	6.4e-59
3193	ASF502	btg	hypothetical_protein	39.3	2.8e-11
3194	ASF502	rob	domain_of_unknown_function_(duf955).	43.1	5.9e-52
3195	ASF502	can	3'-5'_exonuclease	36.8	3.1e-13
3196	ASF502	hap	ecorim|adenine-specific_methyltransferase	53.2	8.1e-82
3197	ASF502	mfp	hypothetical_protein	55.5	1.4e-24
3198	ASF502	mfr	hsdr2|type_i_site-specific_deoxyribonuclease_(type_i_restriction-modification_enzyme	53.2	1.5e-276
